sample_name,cluster,CD11b median,CD11c median,CD123 median,CD127 median,CD14 median,CD16 median,CD183_CXCR3 median,CD185_CXCR5 median,CD19 median,CD192_CCR2 median,CD194_CCR4 median,CD195_CCR5 median,CD197_CCR7 median,CD25 median,CD27 median,CD28 median,CD3 median,CD33 median,CD38 median,CD4 median,CD44 median,CD45RA median,CD45RO median,CD56 median,CD57 median,CD8 median,CD80 median,CD86 median,GranzymeB median,HLA-DR median,IFNB median,IFNg median,IL-10 median,IL-17A median,IL-1b median,IL-2 median,Mip1B_CCL4 median,PD-1 median,T-bet median,TGFb median,TNFa median
299_Unstim,I26,3.22,4.09,1.94,0.348,1.99,0,0,0,0.101,4.25,0.0841,0.736,0.292,1.25,0,0.81,0,2.9,1.47,0.679,4.59,1.34,2.23,0.658,1.46,0.772,0,1.84,0.127,6.25,0,0,0.144,0,5.64,0.0156,6.32,0.386,0.176,0.302,4.65
307_Unstim,I01,0,0,0,1.76,0,0,0,0,0,0.62,2.25,0,1.9,1.89,2.23,1.89,0.346,0,0.00462,2.47,3.11,0.0581,2.86,0,0.131,0.00219,0,0,0,0.658,0.309,0,0,0,0,0,0.0812,0.0103,0,0.0358,0
307_Unstim,I02,0,0,0,1.05,0,0,0.144,0,0,0,0,0,3.32,0.0965,3.78,1.16,0.34,0,0.332,0.0000742673,2.66,2.37,0,0,0.0515,0.0852,0,0,0,0.0293,0.461,0,0,0,0,0,0,0,0,0,0
307_Unstim,I03,0.803,0.277,0,0,0,0.349,0,0,0,0,0,0,0.113,0.516,0,0,0,0,2.53,0,2.98,3.1,0,3.09,0.224,0.00001496902,0,0,3.5,0.401,0.426,0,0,0,0,0,0.648,0,1.16,0.165,0
307_Unstim,I04,0.96,0.99,0,0,0,3,0,0,0,0,0,0,0.0000035197602,0,0,0,0,0,3.31,0,2.2,3.06,0,2.99,0.601,0.042,0,0,3.99,0,0.341,0,0.0579,0,0,0,0.477,0,1.46,0.276,0
307_Unstim,I05,0.967,1.04,0,0,0,2.67,0,0,0,0,0,0,0.0000213221,0,0,0,0,0,2.95,0.0559,2.26,3.06,0,2.98,4.21,0.111,0,0,3.97,0,0.3,0,0.00871,0,0,0,0.363,0,1.47,0.208,0
307_Unstim,I06,0.227,0.00007687911,0,1.69,0,0,0,0,0,2.42,1.02,0,0.252,4.27,0,0.561,0,0.125,0.141,0,3.42,1.86,0.0749,0,0.000000210403,0,0,0,0,0.574,0.482,0,0.0629,0,0,0,0.0124,0,0,0,0
307_Unstim,I07,0,0.0999,0.854,0,0,0,0,0,0,0,0,0.0216,1.09,4.09,0.121,0,0,0.773,1.65,0,3.2,1.52,0.00000206554,0,0.0009632758,0,0,0,0,4.9,0.225,0,0,0,0.0473,0,0.159,0,0,0.303,0
307_Unstim,I08,0,0.00001141304,0.257,0,0,0,0.0016,0,0.52,0,0,0,0.415,0,0,0,0,0,1.14,0,1.16,1.75,0,0,0,0,0,0,0,4.4,0.103,0,0,0,0,0,0,0,0,0.0813,0
307_Unstim,I09,0,0.0000148372,0,0,0,0,1.94,0,0,0.274,0.305,0.0551,1.23,0,0,0.151,0.175,0,0.635,0.157,0.774,0.0224,0.785,0,0,0,0,0,0,0.961,0.183,0,0,0,0,0,0.0665,0,0,0.116,0
307_Unstim,I10,0.254,0.182,0,0,0,0,1.73,0,0,0,0.228,0.0987,0.728,0,0,0,0,0,2.7,0,0.312,1.76,0,0.808,1.08,0,0,0,4.52,0,0.352,0,0.0324,0,0,0,0.502,0,0.84,0.61,0
307_Unstim,I11,0,0.000028635,0.129,0,0,0,0,0.511,1.03,0,0,0.706,2.91,1.32,0.22,0.0000046076198,0,0,1.17,0,2.46,2.96,0,0,0,0,0.0695,0,0.0869,5.81,0,0,0,0,0,0,0,0,0,0.0759,0
307_Unstim,I12,1.66,2.56,0.45,0,0,0,3.49,0,0,3.54,0.175,0.428,1.34,0,0,0,0,1.6,1.76,0.415,1.64,0.227,0.931,0,0,0,0,0.833,0.00672,4.51,0.101,0.000001550054,0,0,0,0,0.171,0,0,0.096,0
307_Unstim,I13,0.0899,4.25,4.96,0,0.332,0.437,0,0,0.195,1.21,0,2.77,0.574,0.546,0.0343,0,0.0323,1.64,2.6,0.847,4.89,2.95,0.908,1.05,6.12,0.749,0.868,3.05,4.91,3.88,0.808,0,0.302,0,0.634,0,3.77,0,0.659,1.64,0
307_Unstim,I14,0,0.0372,3.76,0,0,0,0,0.0903,0.0618,0.797,0.0466,2.28,2.33,3.52,0.597,0.169,0.0956,1.02,2.73,0.058,3.55,1.99,0,0,0.195,0,0.253,0.638,1.94,6.79,0.0103,0,0,0,0,0,0.396,0,0.218,0.28,0
307_Unstim,I15,0.805,4.57,4.01,0.0137,0.14,0,0.109,0,0.255,0.34,0.00793,2.2,0.958,0.177,0.273,0.113,0,1.97,0.901,0.328,4.43,1.5,1.27,0,0.46,0.0376,1.41,3.04,0.161,6.15,0.645,0,0.0292,0,0.241,0,3.22,0,0.198,0.301,0.0889
307_Unstim,I16,0.375,4.02,2.76,0,0,0,0,0,0.257,3.09,0,1.96,1.13,0.0415,0.159,0,0,2.35,1.61,0.123,3.95,0.658,1.08,0.0818,0.241,0,0.297,1.58,0.302,6.78,0.351,0.00000436782,0.132,0,0.2,0,0.465,0,0.11,0.276,0
307_Unstim,I17,3.09,3.39,0.172,0,0,0,0,0,0.0284,4.03,0,0,0.193,0,0,0,0,1.75,2.31,0.599,2.49,0.168,2.22,0,0.113,0,0,1.34,0,4.34,1.14,0.00000222177,0.00969,0,0,0,0.346,0,0.0354,0.392,0
307_Unstim,I18,0.0871,3.68,2.01,0.32,0.00374,0,0.326,0.00835,0.0475,0.389,0.0032,2.77,3.39,4.03,1.37,0.561,0,2.24,2.25,0.193,3.52,0.653,1.26,0.0856,0.534,0,1.35,4.54,0.476,7.77,0,0.00000047582898,0.19,0.0174,0,0,0.276,0,0.214,0.334,0.0103
307_Unstim,I19,0.43,4.13,3.23,0.0203,0.345,0,0.155,0,0.141,3.02,0,1.94,1.64,0.364,0.368,0.171,0,2.77,1.8,0.215,4.55,0.972,1.36,0.157,0.332,0.0000149321595,0.475,2.19,0.202,6.53,0.17,0,0.119,0,3.88,0,3.01,0,0.181,0.279,0.0896
307_Unstim,I20,2.43,4.12,2.6,0.0395,1.83,0,0.191,0,0.302,3.43,0.0319,0.796,0.48,0.0901,0.2,0.107,0,2.84,1.83,0.259,4.53,1.04,1.89,0.291,0.405,0.0931,0.0907,1.36,0.112,5.78,0.532,0,0.16,0,3.2,0,2.78,0.0117,0.183,0.244,0
307_Unstim,I21,0,3.21,2.6,0,0.473,0,2.96,0.0184,0,3.37,3.36,2.4,3.25,0.353,0.758,0,0,2.13,1.81,0.104,3.3,0.786,0.629,0.887,0.288,0,0.521,2.26,0.242,6.65,0.942,0.0285,0.0615,0.0867,0.0666,0,0.972,0,0.618,0.879,0
307_Unstim,I22,2.93,3.87,2.14,0.0652,2.26,0,0,0,0.261,3.38,0.0388,0.327,0.265,0.209,0.0129,0.403,0,3,1.87,0.304,4.63,0.707,2.25,0.261,0.701,0.268,0,1.23,0.0307,5.13,0.805,0,0.0877,0,5.05,0,5.39,0.126,0.135,0.24,0.327
307_Unstim,I23,2.54,4.17,2.99,0,2.07,0,0.149,0,0.528,3.4,0,1.57,0.476,3.11,0,0,0,2.93,1.91,0.0566,4.84,1.03,1.1,0.0266,0.511,0.135,0.457,2.13,0.179,5.93,0.301,0,0.117,0,3.21,0.0685,3.56,0,0.0427,0.167,0.147
307_Unstim,I24,0.462,4.43,4.2,0,0.244,0.373,0,0,0.244,0.0146,0,0.625,0,0,0.0128,0.0498,0,1.43,0.259,0.277,4.28,2.25,0.331,0,0.357,0.0721,0.497,3.18,0.0242,4.89,1.01,0,0.0927,0,0.37,0,3.87,0,0.135,0.225,0.113
307_Unstim,I25,3.05,3.98,2.19,0.166,2.21,0,0,0,0.22,3.45,0.00818,0.581,0.398,3.24,0.0456,0.478,0,3.08,1.9,0.304,4.78,0.748,2.43,0.4,0.912,0.468,0,1.39,0.0569,5.49,0.718,0,0.0984,0,5.57,0,5.76,0.314,0.177,0.327,0.302
307_Unstim,I26,2.99,4.03,2.18,0.316,1.94,0,0,0,0.33,3.17,0.0731,0.178,0.226,0.398,0,0.674,0,2.9,1.61,0.501,4.69,0.987,2.27,0.594,0.955,0.581,0,1.4,0.0511,5.32,0.428,0,0.102,0,5.65,0.0382,6.19,0.307,0.134,0.261,5.33
352_Unstim,I01,0,0,0,1.48,0,0,0,0,0,0.237,1.3,0,2.16,1.94,3.02,1.74,0.409,0,0.073,2.7,2.98,0.0844,3.1,0,0.19,0,0,0,0,0.93,0.365,0,0,0,0,0,0.0818,0.171,0.0632,0,0
352_Unstim,I02,0,0,0,0.679,0,0,0.191,0,0,0,0,0,2.66,0.223,3.69,1.15,0.35,0,0.423,0.0826,2.49,2.12,0.00291,0,0.165,0.00215,0,0,0,0.215,0.431,0,0,0,0,0,0,0,0,0,0
352_Unstim,I03,0.934,0.836,0,0,0,0.394,0.328,0,0,0,0,0,0.313,1.02,0.177,0,0,0,2.12,0,3.25,2.72,0,3.22,0.0916,0.0000042354304,0,0,1.39,0.934,0.45,0,0,0,0,0,0.231,0,0.741,0.079,0
352_Unstim,I04,1.28,0.737,0,0,0,4.06,0,0,0,0,0,0,0.0147,0,0,0,0,0,2.95,0,2.21,2.97,0,2.82,0.308,0.114,0,0,2.74,0.401,0.344,0,0,0,0,0,0.605,0,1.06,0.107,0
352_Unstim,I05,1.4,0.723,0,0,0,4.36,0,0,0,0,0,0,0.0384,0,0,0,0,0,2.8,0.14,2.11,3.07,0,3.04,4.62,0.2,0,0,3.04,0.365,0.256,0,0,0,0,0,0.525,0,1.08,0.136,0
352_Unstim,I06,0.634,0.842,0,0.71,0,0,0,0,0,0.216,0.188,0,0.282,4.51,0,0.0704,0,0.4,0.316,0,3.56,2.46,0,0.228,0.000002081701,0,0,0,0,0.746,0.317,0,0,0,0,0,0,0,0,0,0
352_Unstim,I07,0,0.00747,0.613,0,0,0,0,0,0,0,0,0,0.481,4.33,0.116,0,0,0.809,2.27,0,2.98,1.24,0.114,0,0.0801,0,0,0,0.0415,4.29,0.309,0,0,0,0,0,0.127,0,0.00062135485,0.0512,0
352_Unstim,I08,0,0.000035345,0.505,0,0,0,0,0,0.0374,0,0,0.0942,0.401,0.0912,0.171,0.000046869,0,0.214,2.21,0,2.11,1.03,0.0000026039202,0,0.0884,0,0.16,0,0,4.74,0.316,0,0,0,0,0,0.0504,0,0,0.144,0
352_Unstim,I09,0.00228,0,0,0,0,0,0.899,0,0,0,0.0758,0.117,0.82,0.0733,0.134,0.209,0.272,0,0.284,0.303,1.22,0.157,1.41,0,0.0489,0,0,0,0,0.641,0.182,0,0,0,0,0,0.0114,0,0.0231,0.152,0
352_Unstim,I10,0.32,0.00000440826,0,0,0,0,0.265,0,0,0,0,0.0388,0.179,0,0,0,0.0409,0,2,0,0.544,1.74,0.0311,0.449,1.59,0,0,0,3.32,0,0.184,0,0,0,0,0,0.174,0,0.694,0.276,0
352_Unstim,I11,0,0.0000272228,0,0,0,0,0,2.58,0.916,0,0,0.96,2.69,0.709,0.26,0.0000637063,0,0,1.22,0,2.61,2.97,0,0,0.0000015197351,0,0.166,0,0.0946,6.04,0,0.00000480594,0,0,0,0,0.000020805299,0,0,0.0981,0
352_Unstim,I12,1.76,2.98,0.00000200668,0,0,0,3.38,0,0,3.55,0.343,0.319,1.8,0,0,0,0,1.52,1.59,0.641,1.65,0.321,1.48,0,0,0,0,1.11,0.0224,4.84,0.0274,0.000000593318,0,0,0.0077,0,0.154,0,0,0.121,0
352_Unstim,I13,2.79,4.17,1.75,0,1.7,3.46,0,0.157,0.0504,3.19,0.0581,1.32,0.796,1.12,0.444,0.024,0,3.18,3.51,0.277,4.52,2.91,1.34,1.72,1.22,0.198,0.119,1.74,3.41,5.42,0.776,0.00914,0.213,0.231,2.37,0,2.56,0.0713,1.45,0.263,0
352_Unstim,I14,0.19,0.656,3.86,0.171,0,0.0129,0.607,0,0,0.895,0.00178,2.08,1.57,2.74,0.376,0.227,0,0.365,3.73,0.809,3.36,2.57,0,0.0282,0.51,0.0519,0.463,0.283,3.06,6.7,0.519,0,0.224,0,0,0,0.376,0,0.419,0.566,0
352_Unstim,I15,0.985,4.79,2.7,0.308,0.157,0.554,0.0292,0,0.0973,0.453,0,2.37,1.49,0.514,0.555,0.155,0,2.54,1.6,0.358,4.51,1.79,1.58,0,0.468,0.000020927102,1.84,3.07,0.248,6.77,0.559,0,0.121,0,0.853,0,2.73,0,0.167,0.285,0
352_Unstim,I16,1.69,4.3,2.15,0.245,1.16,0.0436,0.0423,0,0,3.02,0,1.81,1.02,0.219,0.323,0.153,0,3.04,2.25,0.373,4.57,0.938,2.03,0,0.516,0,0.193,1.66,0.107,6.09,0.73,0,0.0809,0,1.19,0,1.3,0,0.166,0.215,0
352_Unstim,I17,2.85,3.66,0.301,0,1.87,0,0,0,0,3.48,0,0.169,0.615,0,0.0465,0.0253,0,2.83,2.31,0.376,3.67,0.648,2.6,0,0.325,0,0,1.09,0.00262,4.36,0.984,0,0.0484,0,1.03,0,0.839,0,0.0206,0.266,0
352_Unstim,I18,0.115,4.52,1.76,1.02,0.0271,0,0.289,0.0296,0.0358,0.907,0,2.51,3.69,3.47,1.16,0.404,0,2.79,2.5,0.374,4.02,0.857,1.66,0,0.528,0,1.46,4.21,0.457,7.71,0,0,0.149,0.00291,0.0808,0,0.441,0,0.325,0.328,0.0113
352_Unstim,I19,1.65,4.63,2.47,0.436,0.616,0.05,0.0381,0,0.0852,1.88,0,2.06,2,1.35,0.49,0.374,0,2.97,1.93,0.486,4.79,1.19,1.89,0.0653,0.695,0.115,1.18,2.51,0.216,6.78,0.0517,0,0.174,0,4.3,0,4.35,0.0951,0.238,0.287,0
352_Unstim,I20,3.02,4.12,1.3,0.109,2.51,0.048,0,0,0.0895,3.44,0,0.585,0.669,0.284,0.157,0.141,0,3.23,2.45,0.337,4.52,1.08,2.79,0,0.519,0.0457,0.0422,1.6,0.00409,5.04,0.995,0,0.0928,0,3.05,0,2.42,0,0.102,0.265,0
352_Unstim,I21,1.84,3.66,1.59,0.787,2.01,0.102,3.47,0,0.413,3.38,3.56,2.05,1.78,0.943,0,0.0473,0,2.59,2.08,0.148,3.65,0.836,1.77,0.73,0.337,0.000067907,0.417,1.62,0.087,4.89,0.539,0,0.396,0,2.94,0,3,0.105,0.252,0.675,0.21
352_Unstim,I22,3.17,4.25,1.43,0.278,2.56,0.0009368098,0,0,0.109,3.48,0.0381,0.441,0.537,0.236,0.0858,0.432,0,3.3,2.23,0.493,4.71,1.3,2.74,0.206,0.856,0.362,0,1.51,0.00281,5.05,0.781,0,0.1,0,5.02,0,5.44,0.2,0.164,0.253,0.00317
352_Unstim,I23,3.01,4.28,1.72,0.171,2.43,0,0,0,0.0982,3.21,0,0.973,0.563,2.94,0.247,0.162,0,3.31,2.46,0.307,4.77,1.03,2.46,0,0.579,0.0414,0.303,1.76,0.0908,5.58,0.995,0,0.125,0,4.12,0,3,0.0415,0.159,0.273,0
352_Unstim,I24,0.546,4.8,3.2,0,0.213,4.15,0,0,0.0984,0.0675,0,1.19,0.193,0.102,0.225,0.0396,0,1.83,0.616,0.327,4.33,2.99,0.425,0,0.274,0,1.02,3.47,0.0915,6.15,0.899,0,0.09,0,0.436,0,2.81,0,0.094,0.28,0
352_Unstim,I25,3.18,4.29,1.53,0.471,2.06,0,0,0,0.112,3.17,0.0593,0.554,0.433,3.28,0.0861,0.547,0,3.25,2.19,0.501,4.85,0.927,2.45,0.252,0.935,0.434,0.0134,1.67,0.0496,5.66,0.697,0,0.173,0,5.69,0.00779,5.69,0.374,0.226,0.293,0
352_Unstim,I26,3.25,4.28,1.33,0.527,2.2,0,0,0,0.0894,3.49,0.0952,0.107,0.418,0.222,0,0.805,0,3.24,2.05,0.704,4.7,1.31,2.72,0.638,1.19,0.732,0,1.52,0.00747,5.28,0.408,0,0.102,0,5.78,0.0137,6.29,0.391,0.168,0.291,4.27
355_Unstim,I01,0,0.000029095998,0,1.91,0,0,0.572,0,0,2.84,0.326,0.0376,1.31,1.99,2.25,2.06,0.136,0,0.0000555236,2.96,3.34,0.0215,3.61,0,0.164,0,0,0,0,1.42,0.472,0,0,0,0,0,0.125,0,0.123,0.0000018916701,0
355_Unstim,I02,0,0.0000054970997,0,0.941,0,0,0.512,0,0,0,0,0,2.26,0.0871,3.21,1.35,0.397,0,0.193,0.0000912892,2.86,1.5,1.06,0,0.171,1.13,0,0,0,0.935,0.406,0,0,0,0,0,0.0301,0.143,0.117,0,0
355_Unstim,I03,1.09,1.75,0,0,0,0.0994,0.192,0,0,0,0,0,0.3,0.794,0.0136,0,0,0,2.42,0,2.87,2.97,0,2.97,0.367,0,0,0,2.75,1.7,0.419,0,0,0,0,0,0.292,0,1,0.112,0
355_Unstim,I04,1.35,1.97,0,0,0,2.92,0,0,0,0,0,0,0.0469,0,0,0,0,0,2.97,0.00146,1.98,3.01,0,2.76,0.93,0,0,0,3.22,1.4,0.297,0,0,0,0,0,0.405,0,1.12,0.133,0
355_Unstim,I05,1.32,1.96,0,0,0,2.22,0,0,0,0,0,0,0.0952,0,0,0,0,0,2.38,0.198,2.04,3.2,0.00001012062,2.9,5.21,0.0521,0,0,3.33,1.16,0.257,0,0,0,0,0,0.356,0,1.15,0.104,0
355_Unstim,I06,0.812,0.15,0,1.34,0,0,0,0,0,1.17,0.902,0,0.225,4.46,0,0.533,0,0,0.0901,0,3.35,1.96,0.145,0,0.000002086669,0,0,0,0,1.07,0.469,0,0,0,0,0,0,0,0,0.000000112134,0
355_Unstim,I07,0.052,0.385,1.98,0,0,0,0.00367,0,0,0,0.0283,0.0757,0.178,4.17,0.0705,0,0,0.673,1.61,0.0818,3.03,0.01,1.05,0,0.0816,0,0,0,0.0349,4.87,0.812,0,0.0235,0,0,0,0.151,0,0.017,0.238,0
355_Unstim,I08,0,0.129,1.22,0,0,0,0,0,0,0,0.0193,0.112,0.187,0.0352,0.0374,0,0,0.513,2.12,0.0725,2.4,0.0238,0.761,0,0.0737,0,0,0,0.0283,4.87,0.777,0,0.0141,0,0,0,0.106,0,0,0.189,0
355_Unstim,I09,0,0.00000337618,0,0.2,0,0,1.13,0,0,0.41,0.136,0.316,1.01,0,0.025,0.458,0.217,0,0.317,1.47,1.39,0,2.04,0,0.078,0,0,0,0,1.1,0.355,0,0,0,0,0,0.0745,0,0,0.134,0
355_Unstim,I10,0.445,0.311,0,0,0,0,0.451,0,0,0,0.0109,0,0.302,0,0,0,0,0,2.02,0,0.431,2.2,0,0.751,4.16,0,0,0,3.46,0.14,0.193,0,0,0,0,0,0.279,0,0.865,0.3,0
355_Unstim,I11,0,0.0000398571,0,0,0,0,0,2.9,0.91,0,0.00426,1.68,2.69,1.39,0.697,0.0001063762,0,0,1.06,0.0000762981,2.55,3.04,0,0,0.0924,0,0.526,0,0.204,6.55,0,0.00001027876,0,0,0,0,0.0000872428,0,0.0454,0.138,0
355_Unstim,I12,1.41,2.54,0.0000268584,0,0,0,3.23,0,0,2.94,0.45,0.416,1.65,0,0,0,0,0.85,1.53,0.564,1.73,0.191,1.41,0,0,0,0,0.753,0.0529,5.15,0.0124,0.00000179937,0,0,0,0,0.0641,0,0,0.179,0
355_Unstim,I13,2.92,4.17,2.46,0.113,2.52,2.57,0.0394,0,0.0968,3.69,0.0606,1.67,0.587,0.231,0.307,0.424,0,2.69,2.99,0.658,4.79,3.27,2.73,2.72,4.7,0.28,0,1.36,3.3,5.54,1.03,0,0.176,0,1.76,0,4.19,0,1.07,0.453,0.135
355_Unstim,I14,0.417,0.345,3.75,0,0,0,0.611,0,0,0.405,0.0959,2.74,1.5,1.62,1,0.112,0,0.707,3.48,0.321,3.32,2.28,0.297,0,0.798,0,0.707,0.898,3.71,7.35,0.0208,0.00000704856,0.345,0,0,0,0.257,0,0.448,0.434,0
355_Unstim,I15,0.786,4.59,3.1,0,0.193,0,0.271,0.00225,0.0429,0.935,0.0375,3.08,0.962,0.339,0.994,0.282,0,2.13,1.68,0.523,4.55,1.29,1.94,0.016,0.656,0.0578,1.67,3.04,0.422,7.43,0,0.00000527302,0.168,0,0.331,0,2.19,0,0.281,0.331,0.049
355_Unstim,I16,2.54,4.08,2.67,0,1.76,0,0.0686,0,0.0507,3.3,0.00686,2.33,0.445,0.23,0.386,0.105,0,2.45,2.39,0.363,4.71,0.857,2.47,0,0.565,0.00001634528,0.377,1.47,0.231,6.41,0.955,0,0.158,0,0.703,0,1.23,0,0.192,0.332,0
355_Unstim,I17,2.83,3.59,1.34,0,2.17,0,0,0,0.0353,3.53,0,0.532,0.265,0.0785,0.0605,0.0847,0,2.32,2.48,0.355,4.23,0.783,2.75,0,0.423,0,0.0252,0.865,0.0234,4.68,1.1,0,0.103,0,0.538,0,1.25,0,0.106,0.277,0
355_Unstim,I18,0.191,4.27,2.16,0.385,0,0,0.78,0.207,0,0.641,0.0326,3.77,2.93,3.67,2.06,0.651,0,2.32,2.54,0.631,3.99,1.05,1.98,0.118,0.948,0.0193,2.05,4.05,0.634,8.28,0,0.0000788572,0.179,0.0305,0.0516,0.00782,0.575,0,0.494,0.349,0.0703
355_Unstim,I19,1.16,4.45,2.84,0.0696,0.62,0,0.245,0.00849,0.036,2.47,0.0456,2.78,1.18,0.73,0.743,0.274,0,2.45,2.06,0.409,4.78,1.07,1.87,0,0.72,0.0871,1.23,2.28,0.431,7.41,0,0.00000944764,0.163,0,3.47,0.032,2.72,0.0324,0.372,0.3,0.0412
355_Unstim,I20,2.96,4.07,2.37,0,2.6,0,0,0,0.129,3.73,0.0221,1.29,0.421,0.183,0.148,0.205,0,2.6,2.44,0.375,4.73,1.2,2.88,0.0145,0.662,0.0897,0.107,1.34,0.103,5.48,1.13,0,0.122,0,2.13,0,3.71,0,0.165,0.309,0.0149
355_Unstim,I21,1.4,3.76,2.37,0.085,0.889,0,3.18,0.197,0.134,2.96,3.18,2.53,1.92,0.546,0.318,0.0306,0,1.73,2.2,0.251,3.83,0.789,1.99,0.749,0.31,0.000001902654,0.727,1.77,0.195,6.56,0.654,0.000017092021,0.299,0.0855,0.541,0,2.04,0,0.296,0.768,0.0361
355_Unstim,I22,2.99,4.07,2.35,0.0623,2.57,0,0,0,0.138,3.6,0.0331,1.63,0.341,0.198,0.185,0.337,0,2.63,2.37,0.447,4.79,1.11,2.81,0.109,0.763,0.187,0.152,1.56,0.132,6.05,0.894,0,0.135,0,3.99,0,4.53,0.101,0.193,0.294,0.0222
355_Unstim,I23,2.85,4.1,2.46,0.207,2.22,0,0.15,0,0.107,3.44,0.0799,1.96,0.723,2.61,0.683,0.521,0,2.6,2.48,0.671,4.94,0.86,3.06,0,0.695,0.0419,0.498,1.69,0.226,6.39,1.13,0,0.178,0,2.32,0,2.26,0.00226,0.275,0.363,0
355_Unstim,I24,0.249,4.37,3.33,0,0.118,3.01,0.00071269076,0,0.0216,0.00972,0.0208,1.72,0.0985,0.00601,0.294,0.152,0,1.07,0.623,0.582,4.34,2.78,0.403,0,0.319,0.00000983457,1.01,3.78,0.202,6.57,0.664,0,0.103,0,0.0439,0,2.21,0,0.136,0.291,0
355_Unstim,I25,2.98,4.2,2.46,0.175,1.94,0,0.122,0,0.0904,3.2,0.0842,2.6,0.294,3.39,0.341,0.341,0,2.57,2.35,0.471,5.03,0.842,2.79,0.09,0.877,0.188,0.773,1.68,0.342,6.87,0.484,0,0.154,0,5.04,0.0162,4.64,0.227,0.299,0.358,0
355_Unstim,I26,3.11,4.1,2.71,0.141,2.29,0,0.00222,0,0.0949,3.82,0.117,0.556,0.358,0.0715,0,0.594,0,2.68,1.99,0.741,4.76,1.4,2.87,0.566,1.16,0.73,0,1.8,0.089,5.43,0.439,0,0.0721,0,4.71,0.0877,6.2,0.191,0.267,0.267,4.15
1715_Unstim,T01,0.17,0,0,0.502,0,0,0,0,0,0,0,0,3.72,0.115,3.2,1.74,2.83,0.0361,2.23,3.12,2.63,0.422,1.92,0,0.486,0,0,0,0,0.0296,0.383,0,0,0,0,0,0.123,0,0.192,0,0
1715_Unstim,T02,0.0301,0,0,1.28,0,0,0,0,0,0,0,0,4.12,0,3.37,1.83,2.93,0.0251,1.51,3.16,2.72,2.1,0.23,0,0.596,0.00431,0,0,0,0.138,0.33,0,0,0,0,0,0.142,0,0.121,0,0
1715_Unstim,T03,0,0,0,1.21,0,0,0,0,0,0,0,0,3.92,0,3.44,1.59,2.47,0,0.59,0.00013633,2.7,2.78,0,0,0.295,1.94,0,0,0,0.0241,0.397,0,0,0,0,0,0.0227,0,0.0491,0,0
1715_Unstim,T04,0.0273,0,0,0.547,0,0,0,0,0,0,0,0,3.59,2.18,3.19,1.67,2.64,0,1.02,3.06,2.53,0.819,1.36,0,0.504,0.0263,0,0,0,0.0445,0.345,0,0,0,0,0,0.0654,0,0.0705,0,0
1715_Unstim,T05,0.0169,0.119,0.123,1.11,0,0,0.586,0.141,0,1.03,0.227,0.167,4.07,0.0179,3.29,1.62,2.61,0.324,1.77,2.74,2.52,1.75,0.531,0,0.448,0.0957,0,0,0,3.7,0.697,0,0,0,0,0,0.274,0,0,0.0101,0
1715_Unstim,T06,0.0221,0,0,0.834,0,0,0,0,0,0,0,0,3.92,0,3.1,1.73,2.78,0,1.02,3.06,2.54,1.07,1.07,0,0.479,0.0136,0,0,0,0.0552,0.3,0,0,0,0,0,0.0844,0,0.0812,0,0
1715_Unstim,T07,0,0,0,1.21,0,0,0.0725,0,0,0,0,0,1.87,0,2.6,1.65,2.33,0,0.0127,0.000016551861,2.87,0.608,2.51,0,0.303,2.07,0,0,0,0.541,0.478,0,0,0,0,0,0.173,0.588,0.312,0.000000858474,0
1715_Unstim,T08,0.181,4.18,1.8,0.292,0.135,0.105,0.159,0.349,0.157,2.32,0.0629,1.49,4.84,3.43,0.183,0.0153,1.28,2.52,2.36,0.346,3.91,0.993,1.34,0.316,1.22,0,0.217,1.58,0.106,6.82,0.254,0.233,0.213,0.258,1.28,0.146,1.23,0,0.202,0.0971,0.232
1715_Unstim,T09,0.00159,0,0,0.875,0,0,0,0,0,0,0.104,0,2.15,0.86,2.7,1.84,2.41,0,0.113,2.8,2.63,0.023,3.15,0,0.402,0,0,0,0,0.297,0.311,0,0,0,0,0,0.101,1.7,0.0668,0,0
1715_Unstim,T10,0.0463,0,0,1.38,0,0,0,0.0408,0,0,0.0873,0,3.23,1.53,3.09,2.01,2.54,0,0.373,3.01,2.8,0.0988,3.22,0,0.372,0.00746,0,0,0,0.301,0.446,0,0,0,0,0,0.153,0.00239,0.0217,0,0
1715_Unstim,T11,0.00000129689,0.02,0.000012998001,0.545,0.0948,0.142,2.07,0,0,0.0262,0.461,0.351,1.83,0,0,0.158,1.26,0,0.677,1.76,1.15,0.125,1.9,0,0.153,0.00014167551,0,0,0,0.146,0.236,0,0,0,0,0,0.0347,0,0,0.0899,0
1715_Unstim,T12,0,0,1.17,0,0,0,0,0,0,0,0,0.0173,0,4.73,0,0,1.06,0.143,1.26,0,3.02,0.116,0.193,0,0,0,0,0,0,4.36,0.422,0,0,0,0.027,0,0.000377134,0,0,0.0734,0
1715_Unstim,T13,0.0931,0,0,1.22,0,0,0,0,0,0.12,2.33,0,2.83,1.58,2.59,2.28,2.24,0,0.177,2.84,3.02,0,3.27,0,0.286,0.113,0,0,0,0.212,0.465,0,0.0321,0,0,0,0.052,0.000000395324,0,0.0147,0
