sample_name,cluster,CD11b median,CD11c median,CD123 median,CD127 median,CD14 median,CD16 median,CD183_CXCR3 median,CD185_CXCR5 median,CD19 median,CD192_CCR2 median,CD194_CCR4 median,CD195_CCR5 median,CD197_CCR7 median,CD25 median,CD27 median,CD28 median,CD3 median,CD33 median,CD38 median,CD4 median,CD44 median,CD45RA median,CD45RO median,CD56 median,CD57 median,CD8 median,CD80 median,CD86 median,GranzymeB median,HLA-DR median,IFNB median,IFNg median,IL-10 median,IL-17A median,IL-1b median,IL-2 median,Mip1B_CCL4 median,PD-1 median,T-bet median,TGFb median,TNFa median
1715_Unstim,B01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715_Unstim,B02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715_Unstim,B03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715_Unstim,B04,0,0.149,0,0,0.0909,0,0,3.02,3.17,0,0.063,2.61,4.23,2.09,1.39,0,0,0.371,1.01,0.0676,3.71,3.68,0.082,0.294,0.0034,0,0.0772,0,0.435,6.94,0.851,0,0.182,0,0.0903,0,0,0.304,0.137,0,0
1715_Unstim,B05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715_Unstim,B06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715_Unstim,B07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715_Unstim,B08,0,0.0623,0.000000755448,0,0,0,0,0,2.78,0.686,0,0.478,3.15,1.16,2.24,0,0,0,0.639,0,3.32,3.41,0,0,0,0,0.261,0,0.128,5.68,0,0,0,0,0,0,0,0,0,0,0
1715_Unstim,B09,0,0.102,0,0,0.582,0,0,1.85,2.75,3.38,0.0131,1.46,3.84,4.02,0,0.000014651019,0.112,0,0,0.0000587834,3.51,3.57,0,0,0,0,0.116,0,0,5.69,0.0759,0,0,0,0,0,0.0000201256,0,0,0,0
1715_Unstim,B10,0,0.0001048119,0,0,0.0699,0,0,0,2.99,2.16,0,0.349,3.37,2.22,1.97,0.00000124055,0.094,0,0.87,0,3.12,3.31,0.000002147341,0,0.0000100328,0,0.191,0,0.043,5.76,0.0104,0,0,0,0,0,0,0,0,0.0373,0
1715_Unstim,B11,0.104,0.00404,0.0351,0,0,0,0,2.26,2.77,0,0.108,0,3.74,2.46,0.00802,0.00002345001,0,0,1.62,0,2.98,3.03,0.00000122138,0,0,0.0366,0.16,0.263,0.113,5.89,0,0.0000118013395,0.106,0,0.0147,0,0.0000425838,0,0.173,0.177,0.0641
1715_Unstim,B12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715_Unstim,B13,0.162,0,0.0558,0.0000315383,0.328,0.0942,0,0.564,2.9,1.37,0,0.458,4.08,2.42,1.51,0.00000178757,0.368,0,1.16,0,2.57,1.84,0,0,0.0499,0.17,0,1.25,0.339,5.88,0.283,0,0.0182,0.241,0.041,0.0483,0.192,1.42,0,0,0.000000325445
1715_Unstim,B14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715_Unstim,B15,0,0.0000306512,0.00000236596,0,0.0867,0,0,0,2.84,0.421,0,0,3.52,2.11,0.299,0,0,0,1.76,0,2.81,3.06,0,0,0,0,0.123,0,0.0725,5.74,0,0.000002391951,0,0,0,0,0,0,0,0.116,0
1715_Unstim,B16,0,0.042,0.577,0,0.452,0.531,3.69,0,1.95,0,0.638,0.53,4.06,1.64,0,0.998,0.593,0,1.47,0,2.56,3.04,0,0,3.18,1.18,0,0,3.85,5.59,0,0,0,0,0,0,1.02,0,0.512,1.21,0.15
1715_Unstim,B17,0.132,0.0000298214,0,0,0.293,0,0,1.97,2.55,1.09,0,0.3,3.14,0.0243,0,0.0453,0.0451,0,0.914,0,2.48,3.18,0,0,0.0584,0,0.138,0.499,0.00167,5.64,0.0854,0.07,0,0,0,0,0.000024535642,0,0.0502,0.13,0.00000284228
1715_Unstim,B18,0,0.11,0,0,0.684,0,0.0622,1.45,3.02,0.858,0.51,1.87,3.41,0.614,0.768,0.0000034211103,0.692,0.233,1.79,0.177,3.07,2.9,0.000000389611,0,0.297,0,0.548,0.0541,0.022,6.23,0,0.0871,0.0724,0,0,0.147,0.25,0.02,0.193,0.216,0
1715_Unstim,B19,0,0.0000248128,0,0,0,0,0,0,2.8,0.134,0,0.383,3.54,0.135,0.14,0,0.0284,0,1.69,0,2.47,3.05,0,0,0.00983,0,0,0,0.0491,5.74,0,0,0,0,0,0,0,0,0,0.0735,0
1715_Unstim,B20,0.000002621327,0.00000514767,0,0,0.122,0.0681,2.85,0,2.24,0.748,0.528,0,2.67,0.0315,0,0.00000024603,0.0181,0,0.884,0,1.24,2.46,0.000000892611,0,0,0.00001073296,0,0.0428,0.139,4.42,0.176,0.0000079097,0,0.0573,0.00762,0,0,0,0.0262,0,0
1715_Unstim,B21,0,2.66,0,0,0.293,0,0.362,0.0927,3.66,1.85,0.035,0,2.39,0.0199,0.178,0.216,0.0556,0,0.231,0.112,2.62,3.5,0.129,0.0327,0.928,0,0.28,0.613,0.0568,5.72,0,0.000014022209,0.0947,0,0,0,0.00362,0,1.17,0.192,0
1715_Unstim,B22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187_Unstim,B01,0.0817,0.00138,0,0,0.00721,0,0.0403,2.88,2.68,0.0435,0.0162,1.21,1.89,3.25,1.19,0.0442,0,0,0.989,0.0812,3.91,3.02,0.00000029912098,0.028,0.316,0.00046375702,1.29,0.316,0.226,6.61,0,0.00000743177,0.0286,0,0,0,3.91,0.197,0.231,0.17,0
187_Unstim,B02,0.000000754506,0.0409,0,0,0.0228,0,0.0862,3.14,2.75,0,0.00111,1.68,1.53,3.62,1.44,0.00016584579,0,0,0.987,0.0867,3.71,2.88,0,0,0.176,0,1.28,0.705,0.25,6.87,0,0.000014367441,0.0433,0,0,0,0.127,0.313,0.162,0.178,0
187_Unstim,B03,0.24,0.0728,0,1.79,0.352,0,1.38,3.42,2.89,1.8,1.13,1.5,3.28,2.93,3.86,2.48,0.595,0.0943,0.865,3.02,4.26,3.03,3.29,0.203,1.23,0.197,1.11,0.278,0.113,6.71,0.699,0.177,0,0.473,0.266,0,0.753,0.223,0.229,0.341,0
187_Unstim,B04,0,0.000054602402,0,0,0,0,0,3.77,3.02,0,0,1.88,3.41,3.24,1.21,0.0000882585,0.031,0,1.08,0.00000861726,3.33,3.12,0,0,0.0675,0,0.431,0.127,0.189,6.42,0,0.0446,0,0,0,0,0.000023581,0,0.08,0.102,0
187_Unstim,B05,0,0.000104741994,0,0,0.0554,0,0,3.7,3.09,0.149,0,0,3.46,3.3,1.59,0.000071370996,0,0,0.858,0.0000058606,3.57,3.3,0,0,0.0385,0,0.428,0.0304,0.0925,6.25,0,0.00001525464,0,0,0,0,0.0000331642,0,0.0786,0.0903,0
187_Unstim,B06,0,0.362,0,0,0.147,0,0.167,2.97,3.07,1.03,0,1.33,3,0.559,2.72,0.0000291262,0.0367,0,0.622,0,3.44,3.05,0,0,0.0801,0,0.95,0.35,0.166,6.51,0,0.00001110244,0,0,0,0,0.0103,0,0.14,0.14,0
187_Unstim,B07,0,0.513,0,0,0,0,0.494,2.64,2.63,0.302,0,2.2,1.6,0.745,1.64,0.000073373,0.059,0,0.715,0.068,3.58,2.76,0,0,0.169,0,1.5,1.41,0.299,6.94,0,0.00001494288,0.0398,0,0,0,0.0811,2.08,0.431,0.154,0
187_Unstim,B08,0,0.0505,0,0,0.0691,0,0.0408,1.95,2.97,0.62,0,0.13,2.91,1.48,2.43,0.00000852016,0.0994,0,0.571,0,3.34,3.07,0,0,0.0327,0,0.475,0,0.0927,6.16,0,0.00000510784,0,0,0,0,0.00000489752,0,0.00724,0.0855,0
187_Unstim,B09,0,0.000115417,0,0,0.226,0,0,3.45,3.18,2.08,0,0.689,3.52,3.06,1.27,0.000035714802,0.029,0,0.881,0,3.42,3.25,0,0,0.000048386,0,0.321,0.00495,0.0967,6.24,0,0.000014760959,0,0,0,0,0.00001845704,0,0.0665,0.1,0
187_Unstim,B10,0,0.0000998225,0,0,0.136,0,0.0499,1.44,2.87,1.76,0,0.95,3.15,2.44,2.35,0.000000412604,0.145,0,0.45,0,3.3,3.14,0,0,0.0695,0,0.451,0.0724,0.143,6.15,0,0.00000335165,0,0,0,0,0.00000982163,0,0.0529,0.0857,0
187_Unstim,B11,0,0.0000331732,0,0,0,0,0,3.95,2.92,0,0,0.886,3.08,2.12,0.22,0.0001932896,0,0,1.7,0,2.99,2.89,0,0,0.0156,0,0.194,0.235,0.121,6.21,0,0.0243,0,0,0,0,0.00001855148,0,0,0.0939,0
187_Unstim,B12,0,0.000044234002,0,0,0,0,0,4.27,3.03,0,0,0.722,3.3,2.55,0.241,0.00031248,0,0,1.77,0.0001043536,3.27,2.98,0,0,0.0676,0,0.23,1.6,0.126,6.33,0,0.0895,0,0,0,0,0.0000325782,0,0.0698,0.0933,0
187_Unstim,B13,0,0.000053701,0.0000041985,0,0.0354,0.168,0.0291,1.87,2.69,0.67,0,0.825,4.09,1.69,1.3,0.00000655828,0.207,0,0.0876,0,2.96,1.98,0.000000873099,0,0.00526,0,0.549,0.604,0,5.74,0.235,0,0,0,0,0,0.0373,0,0.349,0.152,0
187_Unstim,B14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187_Unstim,B15,0,0.0000266366,0,0,0,0,0.00323,1.17,2.48,0.312,0.0356,0.956,2.99,2.76,0.87,0.00001188568,0.0631,0,0.377,0,3.02,2.86,0,0,0,0,0.14,0,0.144,5.77,0,0,0,0,0,0,0,0,0,0.0616,0
187_Unstim,B16,1.04,1.75,0,0.0827,0,0.32,0.571,3.8,3.04,0,0.24,1.3,3.26,2.41,0.963,0.0425,0,0,2.58,0.0792,3.55,3.46,0,3.11,2.69,0.115,0.215,0.319,3.76,6.37,0,0.000012822271,0.00545,0,0,0.134,0.582,0,1.54,0.511,0
187_Unstim,B17,0,0.0000330176,0,0,0,0,0,3.85,2.95,0,0,0,2.88,0.421,0.19,0.00014685039,0,0,1.63,0,2.86,2.89,0,0,0.00839,0,0.133,0.0514,0.0971,6.15,0,0.0000223604,0,0,0,0,0.000020544,0,0,0.083,0
187_Unstim,B18,0,0.0000265074,0,0,0,0,0,3.9,2.86,0,0,1.76,2.93,0.429,0.246,0.0001922248,0,0,1.69,0,2.76,2.86,0,0,0.00916,0,0.225,0.0807,0.168,6.26,0,0.0592,0,0,0,0,0.0000238774,0,0,0.096,0
187_Unstim,B19,0,0.0773,0,0,0.106,0,0.169,1.05,2.61,0.533,0,0,1.56,0.307,0.331,0.00000048126196,0.136,0,0.631,0,2.19,2.2,0,0,0.0000064543397,0,0.15,0,0.0435,6.05,0.209,0,0,0,0,0,0.000012991661,0,0,0.0391,0
187_Unstim,B20,0,0.000000203447,0.000000128489,0,0,0,2.96,2.64,2.05,0.0339,0.541,0.0432,2.29,0.0317,0,0.00003919086,0.179,0,1.16,0,0.513,1.78,0,0,0,0.00001280538,0.0524,0,0,3.76,0.257,0.000001287122,0,0,0,0,0.000001105364,0,0,0.27,0
187_Unstim,B21,0,3.05,0,0,0.346,0,0.402,0.951,3.47,2.04,0.0149,1.38,3.05,0,1.29,0.0792,0.356,0.0722,0.794,0.101,2.49,2.93,0,0.0454,0.222,0,0.75,1.56,0.384,6.85,0,0.00000768634,0.00337,0,0,0,0.00001537796,0.959,1.04,0.127,0
187_Unstim,B22,1.63,4.58,3.26,0.0751,0.628,0,0.374,0.231,2.44,2.76,0,1.85,1.99,1.55,0.478,0.779,0,3.11,2.84,0.454,4.59,2.5,1.88,0.564,0.476,0,0.992,1.67,0.189,7.25,0.577,0.00663,0.0929,0.0143,4.65,0.153,3.14,0.697,0.281,0.325,0.0563
1976_Unstim,B01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976_Unstim,B02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976_Unstim,B03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976_Unstim,B04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976_Unstim,B05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976_Unstim,B06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976_Unstim,B07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976_Unstim,B08,0.108,0.503,0,0,0.107,0,0,0,2.91,0.749,0,0,3.7,0.00526,2.57,0.106,0.256,0.0353,0.292,0.0843,3.52,3.35,0,0,0.113,0,0.795,0.967,0.0529,5.62,0.445,0,0.0177,0,0,0,0.0000233344,0,0.087,0,0
1976_Unstim,B09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976_Unstim,B10,0,0.173,0,0,0.173,0,0.241,0,3.22,2.31,0.00402,0,4.22,2.32,2.38,0,0,0,1.09,0.106,3.33,3.41,0.0529,0.181,0.125,0,0.281,0.357,0.00876,5.87,0.101,0,0,0,0,0,0.0785,0.0581,0.152,0.0945,0
1976_Unstim,B11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976_Unstim,B12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976_Unstim,B13,0,0.0892,0,0,0.336,0,0.357,1.51,2.91,1.61,0,0,5.81,0.174,0.958,0.0834,0,0.151,0.467,0.299,3.61,3.11,0,0.0321,0.426,0,0.747,2.31,0.0403,6.56,0,0.239,0.212,0.0516,0,0.256,0.347,2.2,0.921,0,0.108
1976_Unstim,B14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976_Unstim,B15,0.146,0.0000221312,0,0,0,0,0,0,3.1,0.551,0,0,3.32,2,0.694,0,0.389,0,1.05,0,2.74,3.07,0.00000073895797,0.0142,0.185,0,0.129,0,0,5.56,0,0.0000034645,0.0572,0,0,0,0.0821,0,0,0.0107,0
1976_Unstim,B16,0,0.224,0,0,0,3.58,0,0,4.05,0,0,0.165,0.175,0.0984,0.178,0,0,0,2.57,0,2.4,2.42,0.00000268806,1.85,2.76,0,0,0,2.22,0,0.741,0,0,0,0,0.55,1.35,0,1.12,0.262,0.168
1976_Unstim,B17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976_Unstim,B18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976_Unstim,B19,0,0.000028971599,0,0,0.0518,0,0,0,2.93,0.639,0,0.0461,3.85,0.0369,0.221,0,0.0654,0,0.917,0,2.76,3.02,0,0,0.00886,0,0.0478,0.0135,0.152,5.88,0,0,0,0,0,0,0.00000520124,0,0.0156,0.0523,0
1976_Unstim,B20,0.0811,0.658,0.0534,0.359,0.212,0.112,3.71,0.0109,2.55,1.69,0.537,0.197,4.43,0.0754,0.558,0.651,0.427,0.064,0.31,0.283,2.51,2.83,0.887,1.1,0.0826,0.132,0.323,0,1.22,5.03,1.04,0,0.306,0.0914,0,0,0.104,0.0281,0,0.243,0
1976_Unstim,B21,0,3.02,0,0,0.501,0,0,0.0307,3.7,1.14,0,0,2.87,0,0.419,0.624,0.233,0,0.714,0.103,1.69,2.5,0,0,0.0482,0,0.778,1.33,0.161,5.91,0.143,0.00000963787,0.0721,0,0,0,0.000044343098,0.343,1.52,0.274,0
1976_Unstim,B22,0.206,2.88,0.244,0,0.728,0.0599,0.251,0,1.71,1.07,0,2.73,2.71,3.1,0,0.952,0,2.69,2.11,0.424,4.69,3.21,0,0,0.186,0.806,0,3.5,0.452,7.06,0.367,0.0573,0.269,0,6.07,0,2.09,0.433,1.07,0.204,0.776
2074_Unstim,B01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074_Unstim,B02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074_Unstim,B03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074_Unstim,B04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074_Unstim,B05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074_Unstim,B06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074_Unstim,B07,0.00000065979003,0.535,0,0,0.0375,0,0.951,0,2.32,1.39,0.228,1.93,1.44,2.22,0.527,0,0.208,0,1.59,0,3.18,1.99,0.779,0.0152,0,0.000005447,0.603,0.851,0.376,6.35,0.424,0.124,0.246,0,0.0539,0.352,0.0351,1.44,0.0492,0.292,0.18
2074_Unstim,B08,0,0.116,0.000000865128,0,0.188,0,0.0682,0,3.06,1.22,0,0.184,2.67,1.18,1.94,0.0996,0,0,0.12,0,2.96,3.37,0,0,0,0.00000145981,0.456,0.0117,0,5.04,0,0,0,0,0,0,0.00001138758,0,0.503,0.227,0
2074_Unstim,B09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074_Unstim,B10,0,0.000146848,0,0,0.354,0,0,0,2.94,2.08,0,0,3.17,3.15,1.66,0.0057,0,0,0.358,0,3.24,3.33,0.0344,0,0.000001104916,0,0.218,0.0651,0.0644,5.44,0,0,0,0,0,0,0,0,0.103,0,0
2074_Unstim,B11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074_Unstim,B12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074_Unstim,B13,0.0000026554,0.0000385214,0,0,0.303,0,0,0,2.68,0.714,0,0.157,4.53,2.56,1.13,0.137,0.109,0,0.175,0,2.17,1.22,0.647,0,0.165,0,0.0662,0,0,4.44,0,0,0,0.0319,0,0,0,0.73,0.191,0,0
2074_Unstim,B14,0,0.0000741313,0,0,0.228,0,0,0,2.94,1.25,0,0.982,2.69,3.78,0.582,0.0331,0,0,0.651,0.00000727559,3.54,0.58,2.3,0,0.0363,0,0.551,0.444,0.14,6.43,0,0.00000244403,0,0,0,0,0,0,0,0.0815,0
2074_Unstim,B15,0,0.000032579403,0,0,0.252,0,0,0,2.75,0.671,0,0.123,3.23,3.09,0.622,0.00000304508,0,0,0.642,0,3.07,2.91,0.000000893952,0,0.000024428398,0,0.032,0,0,5.3,0,0,0,0,0,0,0,0,0,0.0356,0
2074_Unstim,B16,0.606,0.463,0.868,0,0.408,4.88,0.209,0,2.33,0,0.0379,0,0.901,0,0.446,0.347,0,0.172,2.12,0.466,2.34,2.63,0,0.076,4.86,0,0,0.671,3.83,0,0.492,0,0.35,0,0.687,1.49,0,0,0.688,0,0
2074_Unstim,B17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074_Unstim,B18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074_Unstim,B19,0,0.0000954158,0.00000223898,0,0.363,0,0,0,2.82,0.677,0,0,3,0.181,0,0,0,0,0.777,0,2.39,2.83,0.000000631014,0,0.0154,0,0,0,0,5.18,0,0,0,0,0,0,0,0,0.00926,0.0465,0
2074_Unstim,B20,0,0.789,0.00000501287,0,0.352,0.214,4.07,0.202,2.92,0.336,0.17,0,3.72,0.0857,0.144,0.000060684848,0.162,0,1.26,0,1.75,2.93,0.00000030988298,0,0.189,0.00001750015,0.0446,0,0.124,3.96,0.29,0.128,0.000000885557,0,0.172,0,0.00000265463,0,0.111,0.0856,0
2074_Unstim,B21,0.101,2.06,0.172,0,0.491,0,0,0,3.45,1.81,0,0.137,2.21,0,0.414,0.799,0,0,0.18,0.18,2.42,2.97,0,0,0.0741,0,0.457,2.95,0.0394,5.11,0,0,0.0162,0,0,0.00417,0,0.0923,0.766,0.101,0
2074_Unstim,B22,1.07,3.88,1.95,0.616,1.03,0,0,0,2.01,3.23,0,1.54,0.742,0.0687,0.33,0.614,0,1.95,2.18,1.48,4.38,0.644,3.3,0.616,0.509,0,0,0.802,0.424,6.34,0,0.157,0.58,0.174,6.69,0.737,5.78,1.17,0.481,0.121,0
2128_Unstim,B01,0,0.000112649795,0.107,0,0,0,0.0528,0.635,2.72,0,0.0516,1.98,3.68,3.6,1.36,0,0,0.109,1.5,0.00001349752,3.64,3.76,0,0.134,0.0583,0.222,1.2,0.785,0.24,6.51,0,0.0000067897804,0.224,0,0,0,3.31,0.189,0.0878,0.101,0
2128_Unstim,B02,0,0.133,0,0,0,0.195,0.221,2.2,3.03,0.497,0,0,3.7,4,1.84,0.0000355158,0,0,0.313,0,4.14,4.2,0.0000036030801,0,0.494,0,1.73,1.3,0.323,6.51,0.726,0,0.116,0,0,0.0349,0,2.72,0.162,0.242,0
2128_Unstim,B03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2128_Unstim,B04,0,0.0001203666,0,0,0,0,0.0121,1.58,3.16,0.251,0,2.23,3.74,3.78,2.2,0.00002157135,0,0,1.05,0.0308,3.34,3.89,0,0.0663,0.0675,0,0.742,0.0826,0.279,6.61,0,0.000013081821,0.12,0,0,0,0.000023925339,0.322,0.0223,0.117,0
2128_Unstim,B05,0,0.179,0.135,0,0,0,0,2.39,3.23,0.616,0.0304,0,3.75,4.23,1.7,0.0674,0,0,0.868,0.0000491158,3.14,4.05,0,0,0.0314,0,0.897,0,0.0969,6.09,0.0206,0,0,0,0,0,0.0858,0.626,0.145,0.142,0
2128_Unstim,B06,0.000001379892,0.587,0.0000045043403,0,0,0,0.248,1.84,3.17,0.331,0.0241,2.03,3.57,0.246,3.16,0.0942,0,0,0.666,0,3.06,3.76,0.053,0,0.148,0,1.3,0.568,0.182,6.69,0,0.00001097138,0,0,0,0,0.00001708092,0,0.208,0.133,0
2128_Unstim,B07,0.00559,1.01,0,0,0.0846,0.154,0.574,0.89,3.4,0.565,0.0981,1.92,3.5,0.954,1.9,0.112,0,0.0101,0.804,0.058,3.95,4.3,0.231,0.0218,0.367,0,1.36,1.49,0.439,6.97,0.331,0.0000212178,0.0555,0,0,0,0.394,2.69,0.574,0.357,0
2128_Unstim,B08,0,0.0001232852,0.000001052084,0,0,0,0.0942,0.0887,3.12,0,0.0231,0.995,3.37,0.861,2.48,0,0,0,0.752,0,3.02,3.69,0,0,0.0223,0,0.792,0.126,0.129,6.32,0,0.0000018164321,0,0,0,0,0.000001348798,0,0.117,0.0983,0
2128_Unstim,B09,0.116,0.388,0.109,0,0.234,0,0.328,2.07,2.81,1.97,0.253,1.75,3.66,3.21,2.43,0.000000538782,0,0,1.58,0,3,3.72,0,0.0358,0,0,0.154,0,0.051,6.58,0,0,0,0,0,0,0,0.5,0.0957,0.0481,0
2128_Unstim,B10,0,0.0001092578,0,0,0,0,0.117,0.0739,3.24,0.439,0,1.29,3.91,3.16,2.78,0,0,0,0.972,0,3.28,3.8,0,0,0.075,0,0.534,0.0248,0.139,6.44,0,0.00000375131,0,0,0,0,0,0.158,0.0748,0.0917,0
2128_Unstim,B11,0,0.0000503931,0.0000071541504,0,0,0,0,1.9,3.23,0,0.0291,1.66,3.47,2.17,0.423,0,0,0,1.15,0,2.83,3.26,0,0,0,0,0.215,0,0.126,6.27,0,0.00000500271,0.0761,0,0,0,0,0,0.0772,0.123,0
2128_Unstim,B12,0.0573,0.0000287589,0.341,0,0.0978,0.134,0.349,2.87,3.62,0,0.115,1.66,4.23,1.25,0.0602,0.000008711841,0,0.00199,1.77,0.0393,3.11,3.41,0.0357,0,0,0.000000309406,0.359,1.82,0,6.7,0.0662,0.00001058708,0.149,0,0,0,0.00012764159,0.0349,0.638,0.148,0.0169
2128_Unstim,B13,0,0.0262,0.00699,0,0,0,0.138,0.903,2.91,0.0829,0.121,0.489,4.15,2.49,1.9,0.0435,0,0,0.83,0.00000026017102,3.04,3.57,0,0,0.611,0,0.442,1.81,0.281,6.34,0,0.00000565235,0,0,0.0223,0,0.0159,1.44,0.224,0.133,0
2128_Unstim,B14,0.966,0.00000407254,0.842,0,0,0,0,0.354,3.21,0,0.336,1.97,1.61,5.62,0.488,0.224,0.369,0.387,1.09,0.333,3.66,2.82,1.46,0,0.342,0,0.399,0,0.686,6.51,1.4,0,0,0,3.29,0,0.0647,0,0,0.571,0
2128_Unstim,B15,0,0.0000512277,0.192,0,0,0,0,0.0577,3.18,0,0,1.05,3.56,2.19,0.395,0,0,0,1.66,0,2.87,3.36,0,0,0.0835,0,0.165,0.0233,0.149,6.26,0,0.000001458875,0,0,0,0,0.000007834709,0,0.0153,0.106,0
2128_Unstim,B16,0.587,0.291,0.161,0,0,4.21,0.022,0.0209,2.93,0,0,0.521,2.94,0.752,0.316,0.00508,0,0,2.74,0.0509,3.1,3.54,0,2.9,3.68,0,0.101,0,3.29,6.03,0,0,0.0757,0,0,0,0.541,0,1.03,0.387,0
2128_Unstim,B17,0,0.0000499817,0.292,0,0,0,0,1.82,3.24,0,0,0,3.18,0.253,0.289,0.000024067798,0,0,1.49,0,2.79,3.3,0,0,0.0266,0,0.175,0.0492,0.119,6.12,0,0.00000344897,0.00316,0,0,0,0.00000986044,0,0,0.0428,0
2128_Unstim,B18,0,0.0000211562,0.265,0,0,0,0,1.78,3.06,0,0,1.74,3.4,0.296,0.248,0.0000219442,0,0,1.71,0,2.52,3.17,0,0,0.0724,0,0.175,0.0511,0.257,6.23,0,0.00000905806,0,0,0,0,0.00000494939,0,0.0152,0.0883,0
2128_Unstim,B19,0,0.000043631,0.268,0,0,0,0,0.0221,3.11,0,0,1.17,3.39,0.28,0.245,0,0,0,1.75,0,2.63,3.2,0,0,0.0655,0,0.168,0,0.136,6.22,0,0.0000022291802,0,0,0,0,0.000015209071,0,0,0.116,0
2128_Unstim,B20,0,0.0537,0.0000033807598,0,0,0,3.16,0,2.37,0.368,0.374,0.522,4.3,1.18,0.478,0,0,0,2.03,0,1.55,2.92,0,0.00261,0.0000031657,0.0000251244,0.0307,0,0.0849,5,0.0667,0.00000282004,0,0,0,0,0.000001071028,0.0175,0,0,0
2128_Unstim,B21,0,2.49,0,0,0,0,0.455,0.0831,3.6,0.437,0.00373,1.49,2.76,0.0499,0.976,0.000002459806,0,0,0.534,0,2.35,3.48,0.00000073022795,0,0.255,0.00000324755,0.906,1.18,0.142,6.61,0,0.00000418733,0.102,0,0,0,0.0000352641,1.08,0.68,0.267,0
2128_Unstim,B22,2.08,4.07,2.75,0.0666,0.469,0.325,0.233,0,2.25,2.91,0.0216,1.67,2.78,0.42,0.653,0.195,0,2.12,2.32,0.276,4.76,2.46,2.67,0.233,0.521,0.00000368156,0.158,1.64,0.117,6.61,1.01,0.0441,0.141,0.0344,0.127,0,1.22,0.0472,0.518,0.371,0
222_Unstim,B01,0.259,0.0848,0,0,0,0,0.115,2.54,2.89,0,0.00889,1.83,2.4,3.09,1.59,0.103,0,0,1.16,0.308,3.6,3.37,0.0546,0.00446,0.67,0.138,1.38,0.741,0.318,6.9,0.181,0.00000967931,0.119,0,0,0,3.91,0.709,0.224,0.239,0.0476
222_Unstim,B02,0.0468,0.153,0,0,0,0,0.156,3.21,3.03,0,0.0162,2.23,2.44,3.52,2.05,0.049,0,0,1.05,0.165,3.62,3.5,0.0435,0,0.583,0.00042304897,1.41,1.74,0.314,7.04,0,0.0000222418,0.0692,0,0,0,0.166,0.642,0.266,0.239,0
